anahtar,adet,ornek_yazim,ilk_yer
"تسكنون",1,"تَسْكُنُونَ","28:72:18"
"فبغى",1,"فَبَغٰى","28:76:7"
"لكنوز",1,"الْكُنُوزِ","28:76:11"
"لتنوا",1,"لَتَنُٓواُ","28:76:15"
"بالعصبة",1,"بِالْعُصْبَةِ","28:76:16"
"تفرح",1,"تَفْرَحْ","28:76:24"
"لفرحين",1,"الْفَرِحٖينَ","28:76:29"
"تنس",1,"تَنْسَ","28:77:8"
"نصيبك",1,"نَصٖيبَكَ","28:77:9"
"تبغ",1,"تَبْغِ","28:77:18"
"زينته",1,"زٖينَتِهٖؕ","28:79:5"
"حظعظيم",1,"حَظٍّعَظٖيمٍ","28:79:20"
"فخسفنا",1,"فَخَسَفْنَا","28:81:1"
"وبداره",1,"وَبِدَارِهِ","28:81:3"
"لمنتصرين",1,"الْمُنْتَصِرٖينَ","28:81:17"
"ويكان",1,"وَيْكَاَنَّ","28:82:7"
"لخسف",1,"لَخَسَفَ","28:82:21"
"ويكانه",1,"وَيْكَاَنَّهُ","28:82:23"
"نجعلها",1,"نَجْعَلُهَا","28:83:4"
"لرادك",1,"لَرَٓادُّكَ","28:85:6"
"معاد",1,"مَعَادٍؕ","28:85:8"
"ترجوا",1,"تَرْجُٓوا","28:86:3"
"او࣒ذى",1,"اُو࣒ذِيَ","29:10:8"
"فانجيه",1,"فَاَنْجٰيهُ","29:24:11"
"لننجينه",1,"لَنُنَجِّيَنَّهُ","29:32:10"
"بذنبه",1,"بِذَنْبِهٖۚ","29:40:3"
"تخطه",1,"تَخُطُّهُ","29:48:9"
"يكفهم",1,"يَكْفِهِمْ","29:51:2"
"لجاءهم",1,"لَجَٓاءَهُمُ","29:53:6"
"ولياتينهم",1,"وَلَيَاْتِيَنَّهُمْ","29:53:8"
"يستعجلونك",1,"يَسْتَعْجِلُونَكَ","29:54:1"
"يغشيهم",1,"يَغْشٰيهُمُ","29:55:2"
"ارضى",1,"اَرْضٖي","29:56:6"
"فايايفاعبدون",1,"فَاِيَّايَفَاعْبُدُونِ","29:56:8"
"يرزقها",1,"يَرْزُقُهَا","29:60:8"
"ولعب",1,"وَلَعِبٌؕ","29:64:7"
"لهى",1,"لَهِيَ","29:64:11"
"لحيوان",1,"الْحَيَوَانُۘ","29:64:12"
"ركبوا",1,"رَكِبُوا","29:65:2"
"وليتمتعوا",1,"وَلِيَتَمَتَّعُواࣞ","29:66:4"
"ويتخطف",1,"وَيُتَخَطَّفُ","29:67:7"
"وبنعمة",1,"وَبِنِعْمَةِ","29:67:13"
"لنهدينهم",1,"لَنَهْدِيَنَّهُمْ","29:69:4"
"لمع",1,"لَمَعَ","29:69:8"
"اساؤا",1,"اَسَٓاؤُا","30:10:5"
"فيحى",1,"فَيُحْيٖ","30:24:11"
"فيبسطه",1,"فَيَبْسُطُهُ","30:48:7"
"ويجعله",1,"وَيَجْعَلُهُ","30:48:12"
"فراوه",1,"فَرَاَوْهُ","30:51:4"
"لظلوا",1,"لَظَلُّوا","30:51:6"
"بهاد",1,"بِهَادِ","30:53:3"
"وشيبة",1,"وَشَيْبَةًؕ","30:54:18"
"يقسم",1,"يُقْسِمُ","30:55:4"
"فهذا",1,"فَهٰذَا","30:56:14"
"مبطلون",1,"مُبْطِلُونَ","30:58:19"
"يستخفنك",1,"يَسْتَخِفَّنَّكَ","30:60:7"
"لابنه",1,"لِابْنِهٖ","31:13:4"
"يعظه",1,"يَعِظُهُ","31:13:6"
"لظلمعظيم",1,"لَظُلْمٌعَظٖيمٌ","31:13:14"
"لطيفخبير",1,"لَطٖيفٌخَبٖيرٌ","31:16:24"
"عزمالامور",1,"عَزْمِالْاُمُورِۚ","31:17:17"
"نعمه",1,"نِعَمَهُ","31:20:15"
"يمده",1,"يَمُدُّهُ","31:27:9"
"ولده",1,"وَلَدِهٖؗ","31:33:11"
"والده",1,"وَالِدِهٖ","31:33:17"
"نسله",1,"نَسْلَهُ","32:8:3"
"سويه",1,"سَوّٰيهُ","32:9:2"
"روحه",1,"رُوحِهٖ","32:9:6"
"هديها",1,"هُدٰيهَا","32:13:6"
"فماويهم",1,"فَمَاْوٰيهُمُ","32:20:4"
"لقائه",1,"لِقَٓائِهٖ","32:23:10"
"جوفه",1,"جَوْفِهٖۚ","33:4:8"
"لئ",1,"الّٰٓئٖ","33:4:12"
"وازواجه",1,"وَاَزْوَاجُهُٓ","33:6:6"
"نحبه",1,"نَحْبَهُ","33:23:12"
"تطؤ࣒ها",1,"تَطَؤُ࣒هَاؕ","33:27:7"
"للهيسيرا",1,"اللّٰهِيَسٖيرًا","33:30:16"
"قولامعروفا",1,"قَوْلًامَعْرُوفًاۚ","33:32:19"
"واتين",1,"وَاٰتٖينَ","33:33:11"
"تخشيه",1,"تَخْشٰيهُؕ","33:37:25"
"ويخشونه",1,"وَيَخْشَوْنَهُ","33:39:5"
"اذيهم",1,"اَذٰيهُمْ","33:48:6"
"ترجى",1,"تُرْجٖي","33:51:1"
"وتوى",1,"وَتُــْٔـوٖٓي","33:51:5"
"ابتغيت",1,"ابْتَغَيْتَ","33:51:10"
"عزلت",1,"عَزَلْتَ","33:51:12"
"اعينهن",1,"اَعْيُنُهُنَّ","33:51:20"
"يحزن",1,"يَحْزَنَّ","33:51:22"
"ويرضين",1,"وَيَرْضَيْنَ","33:51:23"
"اتيتهن",1,"اٰتَيْتَهُنَّ","33:51:25"
"كلهن",1,"كُلُّهُنَّؕ","33:51:26"
"حسنهن",1,"حُسْنُهُنَّ","33:52:15"
"ناظرين",1,"نَاظِرٖينَ","33:53:15"
"انيه",1,"اِنٰيهُۙ","33:53:16"
"دعيتم",1,"دُعٖيتُمْ","33:53:19"
"طعمتم",1,"طَعِمْتُمْ","33:53:22"
"مستانسين",1,"مُسْتَاْنِسٖينَ","33:53:25"
"يؤذى",1,"يُؤْذِي","33:53:30"
"فيستحى",1,"فَيَسْتَحْيٖ","33:53:32"
"سالتموهن",1,"سَاَلْتُمُوهُنَّ","33:53:40"
"فسلوهن",1,"فَسْـَٔلُوهُنَّ","33:53:42"
"لقلوبكم",1,"لِقُلُوبِكُمْ","33:53:48"
"وقلوبهن",1,"وَقُلُوبِهِنَّؕ","33:53:49"
"تؤذوا",1,"تُؤْذُوا","33:53:54"
"واتقين",1,"وَاتَّقٖينَ","33:55:22"
"صلوا",1,"صَلُّوا","33:56:10"
"وسلموا",1,"وَسَلِّمُوا","33:56:12"
"احتملوا",1,"احْتَمَلُوا","33:58:9"
"وبناتك",1,"وَبَنَاتِكَ","33:59:5"
"يدنين",1,"يُدْنٖينَ","33:59:8"
"جلابيبهن",1,"جَلَابٖيبِهِنَّؕ","33:59:11"
"يعرفن",1,"يُعْرَفْنَ","33:59:15"
"يؤذين",1,"يُؤْذَيْنَؕ","33:59:17"
"والمرجفون",1,"وَالْمُرْجِفُونَ","33:60:9"
"لنغرينك",1,"لَنُغْرِيَنَّكَ","33:60:12"
"يجاورونك",1,"يُجَاوِرُونَكَ","33:60:16"
"ملعونين",1,"مَلْعُونٖينَۚۛ","33:61:1"
"اخذوا",1,"اُخِذُوا","33:61:4"
"تقتيلا",1,"تَقْتٖيلًا","33:61:6"
"واطعناالرسولا",1,"وَاَطَعْنَاالرَّسُولَا","33:66:11"
"سادتنا",1,"سَادَتَنَا","33:67:5"
"وكبراءنا",1,"وَكُـبَرَٓاءَنَا","33:67:6"
"فاضلونا",1,"فَاَضَلُّونَا","33:67:7"
"اتهم",1,"اٰتِهِمْ","33:68:2"
"اذوا",1,"اٰذَوْا","33:69:7"
"فبراه",1,"فَبَرَّاَهُ","33:69:9"
"عرضنا",1,"عَرَضْنَا","33:72:2"
"لامانة",1,"الْاَمَانَةَ","33:72:3"
"فابين",1,"فَاَبَيْنَ","33:72:8"
"يحملنها",1,"يَحْمِلْنَهَا","33:72:10"
"واشفقن",1,"وَاَشْفَقْنَ","33:72:11"
"وحملها",1,"وَحَمَلَهَا","33:72:13"
"ظلوما",1,"ظَلُومًا","33:72:17"
"جهولا",1,"جَهُولًاۙ","33:72:18"
"ليعذب",1,"لِيُعَذِّبَ","33:73:1"
"لهالحديد",1,"لَهُالْحَدٖيدَۙ","34:10:12"
"منساته",1,"مِنْسَاَتَهُۚ","34:14:13"
"وشيء",1,"وَشَيْءٍ","34:16:13"
"باعد",1,"بَاعِدْ","34:19:3"
"ظنه",1,"ظَنَّهُ","34:20:5"
"يخلفه",1,"يُخْلِفُهُۚ","34:39:17"
"فزعوا",1,"فَزِعُوا","34:51:4"
"فوت",1,"فَوْتَ","34:51:6"
"واخذوا",1,"وَاُخِذُوا","34:51:7"
"لتناوش",1,"التَّنَاوُشُ","34:52:6"
"وحيل",1,"وَحٖيلَ","34:54:1"
"باشياعهم",1,"بِاَشْيَاعِهِمْ","34:54:8"
"حزبه",1,"حِزْبَهُ","35:6:9"
"يرفعه",1,"يَرْفَعُهُؕ","35:10:14"
"عمره",1,"عُمُرِهٖٓ","35:11:26"
"شرابه",1,"شَرَابُهُ","35:12:8"
"لغنيالحميد",1,"الْغَنِيُّالْحَمٖيدُ","35:15:10"
"لاموات",1,"الْاَمْوَاتُؕ","35:22:5"
"ليعجزه",1,"لِيُعْجِزَهُ","35:44:19"
"واثارهم",1,"وَاٰثَارَهُمْؕ","36:12:8"
"اتبعواالمرسلين",1,"اتَّبِعُواالْمُرْسَلٖينَۙ","36:20:10"
"قومييعلمون",1,"قَوْمٖييَعْلَمُونَۙ","36:26:7"
"بهيستهزؤ࣒ن",1,"بِهٖيَسْتَهْزِؤُ࣒نَ","36:30:11"
"اطعمه",1,"اَطْعَمَهُࣗ","36:47:18"
"مرقدنا",1,"مَرْقَدِنَۜاۘ","36:52:7"
"وصدقالمرسلون",1,"وَصَدَقَالْمُرْسَلُونَ","36:52:12"
"شغل",1,"شُغُلٍ","36:55:6"
"فاكهون",1,"فَاكِهُونَۚ","36:55:7"
"متكؤ࣒ن",1,"مُتَّكِؤُ࣒نَ","36:56:7"
"وامتازوا",1,"وَامْتَازُوا","36:59:1"
"اعهد",1,"اَعْهَدْ","36:60:2"
"اعبدونى",1,"اعْبُدُونٖيؕ","36:61:2"
"جبلا",1,"جِبِلًّا","36:62:4"
"نختم",1,"نَخْتِمُ","36:65:2"
"وتكلمنا",1,"وَتُكَلِّمُنَٓا","36:65:5"
"وتشهد",1,"وَتَشْهَدُ","36:65:7"
"لطمسنا",1,"لَطَمَسْنَا","36:66:3"
"لمسخناهم",1,"لَمَسَخْنَاهُمْ","36:67:3"
"مكانتهم",1,"مَكَانَتِهِمْ","36:67:5"
"مضيا",1,"مُضِيًّا","36:67:8"
"نعمره",1,"نُعَمِّرْهُ","36:68:2"
"ننكسه",1,"نُنَكِّسْهُ","36:68:3"
"مالكون",1,"مَالِكُونَ","36:71:12"
"وذللناها",1,"وَذَلَّلْنَاهَا","36:72:1"
"ركوبهم",1,"رَكُوبُهُمْ","36:72:4"
"ومشارب",1,"وَمَشَارِبُؕ","36:73:4"
"رميم",1,"رَمٖيمٌ","36:78:11"
"يحييها",1,"يُحْيٖيهَا","36:79:2"
"انشاها",1,"اَنْشَاَهَٓا","36:79:4"
"لاخضر",1,"الْاَخْضَرِ","36:80:6"
"توقدون",1,"تُوقِدُونَ","36:80:11"
"يومالدين",1,"يَوْمُالدّٖينِ","37:20:5"
"احشروا",1,"اُحْشُرُوا","37:22:1"
"مسؤ࣒لون",1,"مَسْؤُ࣒لُونَۙ","37:24:3"
"فاغوينا‌كم",1,"فَاَغْوَيْنَا‌كُمْ","37:32:1"
"فوا‌كه",1,"فَوَا‌كِهُۚ","37:42:1"
"ائنك",1,"اَئِنَّكَ","37:52:2"
"لمدينون",1,"لَمَدٖينُونَ","37:53:7"
"مطلعون",1,"مُطَّلِعُونَ","37:54:4"
"لتردين",1,"لَتُرْدٖينِۙ","37:56:5"
"افما",1,"اَفَمَا","37:58:1"
"بميتين",1,"بِمَيِّتٖينَۙ","37:58:3"
"لعاملون",1,"الْعَامِلُونَ","37:61:4"
"اصل",1,"اَصْلِ","37:64:5"
"لشوبا",1,"لَشَوْبًا","37:67:5"
"لفوا",1,"اَلْفَوْا","37:69:2"
"فلنعم",1,"فَلَنِعْمَ","37:75:4"
"لمجيبون",1,"الْمُجٖيبُونَۚ","37:75:5"
"ائفكا",1,"اَئِفْكًا","37:86:1"
"فتولوا",1,"فَتَوَلَّوْا","37:90:1"
"فاقبلوا",1,"فَاَقْبَلُٓوا","37:94:1"
"يزفون",1,"يَزِفُّونَ","37:94:3"
"تنحتون",1,"تَنْحِتُونَۙ","37:95:4"
"ذاهب",1,"ذَاهِبٌ","37:99:3"
"فبشرناه",1,"فَبَشَّرْنَاهُ","37:101:1"
"لسعى",1,"السَّعْيَ","37:102:4"
"لمنام",1,"الْمَنَامِ","37:102:11"
"اذبحك",1,"اَذْبَحُكَ","37:102:13"
"ابت",1,"اَبَتِ","37:102:19"
"افعل",1,"افْعَلْ","37:102:20"
"للهمنالصابرين",1,"اللّٰهُمِنَالصَّابِرٖينَ","37:102:26"
"وتله",1,"وَتَلَّهُ","37:103:3"
"للجبين",1,"لِلْجَبٖينِۚ","37:103:4"
"لبلؤا",1,"الْبَلٰٓؤُا","37:106:4"
"وفديناه",1,"وَفَدَيْنَاهُ","37:107:1"
"بذبح",1,"بِذِبْحٍ","37:107:2"
"وبشرناه",1,"وَبَشَّرْنَاهُ","37:112:1"
"وباركنا",1,"وَبَارَكْنَا","37:113:1"
"ونجيناهما",1,"وَنَجَّيْنَاهُمَا","37:115:1"
"ونصرناهم",1,"وَنَصَرْنَاهُمْ","37:116:1"
"واتيناهما",1,"وَاٰتَيْنَاهُمَا","37:117:1"
"لمستبين",1,"الْمُسْتَبٖينَۚ","37:117:3"
"وهديناهما",1,"وَهَدَيْنَاهُمَا","37:118:1"
"اتدعون",1,"اَتَدْعُونَ","37:125:1"
"بعلا",1,"بَعْلًا","37:125:2"
"ل‌ياسين",1,"اِلْ‌يَاسٖينَ","37:130:3"
"ياسين",1,"يَاسِينَ","37:130:4"
"نجيناه",1,"نَجَّيْنَاهُ","37:134:2"
"لتمرون",1,"لَتَمُرُّونَ","37:137:2"
"وباليل",1,"وَبِالَّيْلِؕ","37:138:1"
"ابق",1,"اَبَقَ","37:140:2"
"فساهم",1,"فَسَاهَمَ","37:141:1"
"لمدحضين",1,"الْمُدْحَضٖينَۚ","37:141:4"
"فالتقمه",1,"فَالْتَقَمَهُ","37:142:1"
"لمسبحين",1,"الْمُسَبِّحٖينَۙ","37:143:5"
"للبث",1,"لَلَبِثَ","37:144:1"
"فنبذناه",1,"فَنَبَذْنَاهُ","37:145:1"
"يقطين",1,"يَقْطٖينٍۚ","37:146:5"
"وارسلناه",1,"وَاَرْسَلْنَاهُ","37:147:1"
"يزيدون",1,"يَزٖيدُونَۚ","37:147:6"
"فمتعناهم",1,"فَمَتَّعْنَاهُمْ","37:148:2"
"شاهدون",1,"شَاهِدُونَ","37:150:6"
"لبنين",1,"الْبَنٖينَؕ","37:153:4"
"بكتابكم",1,"بِكِتَابِكُمْ","37:157:2"
"بفاتنين",1,"بِفَاتِنٖينَۙ","37:162:4"
"صال",1,"صَالِ","37:163:4"
"ومامنا",1,"وَمَامِنَّٓا","37:164:1"
"لصافون",1,"الصَّٓافُّونَۚ","37:165:3"
"لمسبحون",1,"الْمُسَبِّحُونَ","37:166:3"
"كلمتنا",1,"كَلِمَتُنَا","37:171:3"
"لعبادنا",1,"لِعِبَادِنَا","37:171:4"
"لمنصورون",1,"الْمَنْصُورُونَࣕ","37:172:3"
"جندنا",1,"جُنْدَنَا","37:173:2"
"بساحتهم",1,"بِسَاحَتِهِمْ","37:177:3"
"وتول",1,"وَتَوَلَّ","37:178:1"
"ءانزل",1,"ءَاُنْزِلَ","38:8:1"
"ذوالاوتاد",1,"ذُوالْاَوْتَادِۙ","38:12:7"
"نعاجه",1,"نِعَاجِهٖؕ","38:24:7"
"را‌كعا",1,"رَا‌كِعًا","38:24:31"
"واناب",1,"وَاَنَابَ","38:24:32"
"يومالحساب",1,"يَوْمَالْحِسَابِࣖ","38:26:30"
"لداو࣒د",1,"لِدَاوُ࣒دَ","38:30:2"
"لرزقنا",1,"لَرِزْقُنَا","38:54:3"
"نفاد",1,"نَفَادٍۚ","38:54:7"
"فليذوقوه",1,"فَلْيَذُوقُوهُ","38:57:2"
"شكله",1,"شَكْلِهٖٓ","38:58:3"
"مقتحم",1,"مُقْتَحِمٌ","38:59:3"
"صالوا",1,"صَالُوا","38:59:9"
"قدمتموه",1,"قَدَّمْتُمُوهُ","38:60:8"
"فزده",1,"فَزِدْهُ","38:61:7"
"لاشرار",1,"الْاَشْرَارِؕ","38:62:10"
"اتخذناهم",1,"اَتَّخَذْنَاهُمْ","38:63:1"
"تخاصم",1,"تَخَاصُمُ","38:64:4"
"بالملا",1,"بِالْمَلَاِ","38:69:6"
"استكبرت",1,"اَسْتَكْبَرْتَ","38:75:10"
"لعالين",1,"الْعَالٖينَ","38:75:14"
"لعنتى",1,"لَعْنَتٖٓي","38:78:3"
"فبعزتك",1,"فَبِعِزَّتِكَ","38:82:2"
"لاغوينهم",1,"لَاُغْوِيَنَّهُمْ","38:82:3"
"فالحق",1,"فَالْحَقُّؗ","38:84:2"
"والحق",1,"وَالْحَقَّ","38:84:3"
"لمتكلفين",1,"الْمُتَكَلِّفٖينَ","38:86:10"
"خوله",1,"خَوَّلَهُ","39:8:11"
"عبادفاتقون",1,"عِبَادِفَاتَّقُونِ","39:16:16"
"احسنه",1,"اَحْسَنَهُؕ","39:18:5"
"فسلكه",1,"فَسَلَكَهُ","39:21:9"
"بوجهه",1,"بِوَجْهِهٖ","39:24:3"
"فسوفتعلمون",1,"فَسَوْفَتَعْلَمُونَۙ","39:39:9"
"سيصيبهم",1,"سَيُصٖيبُهُمْ","39:51:9"
"اسرفوا",1,"اَسْرَفُوا","39:53:5"
"تقنطوا",1,"تَقْنَطُوا","39:53:9"
"لغفورالرحيم",1,"الْغَفُورُالرَّحٖيمُ","39:53:20"
"وانيبوا",1,"وَاَنٖيبُٓوا","39:54:1"
"واسلموا",1,"وَاَسْلِمُوا","39:54:4"
"حسرتى",1,"حَسْرَتٰى","39:56:5"
"فرطت",1,"فَرَّطْتُ","39:56:8"
"لمنالساخرين",1,"لَمِنَالسَّاخِرٖينَۙ","39:56:14"
"فاكون",1,"فَاَكُونَ","39:58:10"
"جاءتك",1,"جَٓاءَتْكَ","39:59:3"
"واستكبرت",1,"وَاسْتَكْبَرْتَ","39:59:7"
"مسودة",1,"مُسْوَدَّةٌؕ","39:60:9"
"للمتكبرين",1,"لِلْمُتَكَبِّرٖينَ","39:60:14"
"وينجى",1,"وَيُنَجِّي","39:61:1"
"بمفازتهم",1,"بِمَفَازَتِهِمْؗ","39:61:5"
"تامرونى",1,"تَاْمُرُٓونّٖٓي","39:64:4"
"اشركت",1,"اَشْرَكْتَ","39:65:9"
"ليحبطن",1,"لَيَحْبَطَنَّ","39:65:10"
"عملك",1,"عَمَلُكَ","39:65:11"
"ولتكونن",1,"وَلَتَكُونَنَّ","39:65:12"
"قبضته",1,"قَبْضَتُهُ","39:67:8"
"مطويات",1,"مَطْوِيَّاتٌ","39:67:12"
"فصعق",1,"فَصَعِقَ","39:68:4"
"واشرقت",1,"وَاَشْرَقَتِ","39:69:1"
"بنور",1,"بِنُورِ","39:69:3"
"بالنبين",1,"بِالنَّبِيّٖنَ","39:69:8"
"طبتم",1,"طِبْتُمْ","39:73:18"
"فادخلوها",1,"فَادْخُلُوهَا","39:73:19"
"صدقنا",1,"صَدَقَنَا","39:74:5"
"نتبوا",1,"نَتَبَوَّاُ","39:74:9"
"حافين",1,"حَٓافّٖينَ","39:75:3"
"كذبه",1,"كَذِبُهُۚ","40:28:24"
"يومالاحزاب",1,"يَوْمِالْاَحْزَابِۙ","40:30:10"
"يومالتناد",1,"يَوْمَالتَّنَادِۙ","40:32:6"
"ابلغالاسباب",1,"اَبْلُغُالْاَسْبَابَۙ","40:36:9"
"دارالقرار",1,"دَارُالْقَرَارِ","40:39:11"
"لىالنار",1,"اِلَىالنَّارِؕ","40:41:9"
"فوقيه",1,"فَوَقٰيهُ","40:45:1"
"لننصر",1,"لَنَنْصُرُ","40:51:2"
"ببالغيه",1,"بِبَالِغٖيهِۚ","40:56:17"
"لمسيء",1,"الْمُسٖٓيءُؕ","40:58:10"
"ادعونى",1,"ادْعُونٖٓي","40:60:3"
"استجب",1,"اَسْتَجِبْ","40:60:4"
"عبادتى",1,"عِبَادَتٖي","40:60:10"
"سيدخلون",1,"سَيَدْخُلُونَ","40:60:11"
"شيوخا",1,"شُيُوخًاۚ","40:67:20"
"يصرفون",1,"يُصْرَفُونَۚۛ","40:69:10"
"والسلاسل",1,"وَالسَّلَاسِلُؕ","40:71:5"
"يسجرون",1,"يُسْجَرُونَۚ","40:72:6"
"تمرحون",1,"تَمْرَحُونَۚ","40:75:11"
"نقصص",1,"نَقْصُصْ","40:78:13"
"لتركبوا",1,"لِتَرْكَبُوا","40:79:6"
"تنكرون",1,"تُنْكِرُونَ","40:81:6"
"وكفرنا",1,"وَكَفَرْنَا","40:84:8"
"اذاننا",1,"اٰذَانِنَا","41:5:9"
"فقضيهن",1,"فَقَضٰيهُنَّ","41:12:1"
"ارديكم",1,"اَرْدٰيكُمْ","41:23:6"
"وقيضنا",1,"وَقَيَّضْنَا","41:25:1"
"ذوحظ",1,"ذُوحَظٍّ","41:35:9"
"يسمون",1,"يَسْـَٔمُونَ","41:38:12"
"اذناك",1,"اٰذَنَّاكَۙ","41:47:24"
"فيؤ࣒س",1,"فَيَؤُ࣒سٌ","41:49:10"
"فذو",1,"فَذُو","41:51:11"
"عريض",1,"عَرٖيضٍ","41:51:13"
"سنريهم",1,"سَنُرٖيهِمْ","41:53:1"
"لافاق",1,"الْاٰفَاقِ","41:53:4"
"فحكمه",1,"فَحُكْمُهُٓ","42:10:6"
"كمثله",1,"كَمِثْلِهٖ","42:11:15"
"شرع",1,"شَرَعَ","42:13:1"
"او࣒رثوا",1,"اُو࣒رِثُوا","42:14:23"
"حرثه",1,"حَرْثِهٖۚ","42:20:9"
"يكلمه",1,"يُكَلِّمَهُ","42:51:5"
"ورائ",1,"وَرَٓائِ࣑","42:51:11"
"فيوحى",1,"فَيُوحِيَ","42:51:16"
"روحا",1,"رُوحًا","42:52:4"
"نهدى",1,"نَهْدٖي","42:52:17"
"لتهدى",1,"لَتَهْدٖٓي","42:52:24"
"تصير",1,"تَصٖيرُ","42:53:14"
"لتستو࣒ا",1,"لِتَسْتَوُ࣒ا","43:13:1"
"ظهوره",1,"ظُهُورِهٖ","43:13:3"
"واصفيكم",1,"وَاَصْفٰيكُمْ","43:16:6"
"يتكؤ࣒ن",1,"يَتَّكِؤُ࣒نَۙ","43:34:5"
"فبئسالقرين",1,"فَبِئْسَالْقَرٖينُ","43:38:11"
"ياايه",1,"يَٓااَيُّهَ","43:49:2"
"وهذه",1,"وَهٰذِهِ","43:51:12"
"تحتى",1,"تَحْتٖيۚ","43:51:16"
"افلاتبصرون",1,"اَفَلَاتُبْصِرُونَؕ","43:51:17"
"اسورة",1,"اَسْوِرَةٌ","43:53:4"
"مقترنين",1,"مُقْتَرِنٖينَ","43:53:11"
"فاستخف",1,"فَاسْتَخَفَّ","43:54:1"
"فاطاعوه",1,"فَاَطَاعُوهُؕ","43:54:3"
"اسفونا",1,"اٰسَفُونَا","43:55:2"
"انتقمنا",1,"انْتَقَمْنَا","43:55:3"
"للاخرين",1,"لِلْاٰخِرٖينَࣖ","43:56:4"
"ضربوه",1,"ضَرَبُوهُ","43:58:7"
"خصمون",1,"خَصِمُونَ","43:58:14"
"يخلفون",1,"يَخْلُفُونَ","43:60:8"
